OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price,Sales,Total Cost,Profit,Year,Month,Profit Margin (%)
SO - 0003385,Online,WARE-NMK1003,2019-02-04,2019-06-20,2019-07-12,2019-07-22,USD,19,43,138,36,5,0.05,934.65,1246.2,5919.45,4673.25,1246.1999999999998,2019,June,21.052631578947366
SO - 0003386,In-Store,WARE-MKL1006,2019-02-04,2019-06-20,2019-07-05,2019-07-06,USD,8,20,354,1,8,0.1,433.96,850.9,6126.48,3471.68,2654.7999999999997,2019,June,43.33320275264099
SO - 0003387,In-Store,WARE-NBV1002,2019-02-04,2019-06-20,2019-07-10,2019-07-15,USD,1,25,83,6,1,0.05,2821.24,6411.9,6091.304999999999,2821.24,3270.0649999999996,2019,June,53.684144858942375
SO - 0003388,In-Store,WARE-PUJ1005,2019-05-15,2019-06-20,2019-07-04,2019-07-11,USD,11,47,293,46,1,0.05,163.48,268.0,254.6,163.48,91.12,2019,June,35.78947368421053
SO - 0003389,Distributor,WARE-PUJ1005,2019-05-15,2019-06-20,2019-06-26,2019-07-05,USD,24,29,262,43,1,0.05,1615.71,2485.7,2361.4149999999995,1615.71,745.7049999999995,2019,June,31.57873563096701
SO - 0003390,In-Store,WARE-MKL1006,2019-02-04,2019-06-20,2019-06-27,2019-07-03,USD,12,14,366,33,1,0.08,1372.29,1782.2,1639.624,1372.29,267.33400000000006,2019,June,16.3045917844579
SO - 0003391,Wholesale,WARE-NBV1002,2019-02-04,2019-06-20,2019-06-29,2019-07-02,USD,26,8,83,46,1,0.15,509.2,1273.0,1082.05,509.2,572.8499999999999,2019,June,52.941176470588225
SO - 0003392,In-Store,WARE-PUJ1005,2019-02-04,2019-06-21,2019-06-24,2019-07-03,USD,4,22,273,47,4,0.05,1698.05,3859.2,14664.96,6792.2,7872.759999999999,2019,June,53.684155974513395
SO - 0003393,Distributor,WARE-NMK1003,2019-02-04,2019-06-21,2019-06-28,2019-07-07,USD,23,45,100,19,6,0.08,4095.31,5534.2,30548.784,24571.86,5976.923999999999,2019,June,19.565178109871738
SO - 0003394,Online,WARE-NMK1003,2019-05-15,2019-06-21,2019-07-05,2019-07-13,USD,12,4,141,43,4,0.08,414.6,797.3,2934.064,1658.4,1275.6639999999998,2019,June,43.47771555085369
SO - 0003395,Online,WARE-NBV1002,2019-02-04,2019-06-21,2019-07-17,2019-07-24,USD,15,31,59,27,4,0.4,1294.04,1748.7,4196.88,5176.16,-979.2799999999997,2019,June,-23.333523951125592
SO - 0003396,Online,WARE-MKL1006,2019-02-04,2019-06-21,2019-06-27,2019-06-28,USD,14,29,340,32,2,0.05,3135.6,3919.5,7447.049999999999,6271.2,1175.8499999999995,2019,June,15.78947368421052
SO - 0003397,In-Store,WARE-XYS1001,2019-02-04,2019-06-21,2019-07-09,2019-07-17,USD,7,5,8,46,1,0.05,142.71,201.0,190.95,142.71,48.23999999999998,2019,June,25.263157894736832
SO - 0003398,Distributor,WARE-NMK1003,2019-02-04,2019-06-21,2019-06-25,2019-06-29,USD,20,43,185,23,6,0.3,622.3,864.3,3630.059999999999,3733.7999999999997,-103.74000000000069,2019,June,-2.8578040032396355
SO - 0003399,In-Store,WARE-MKL1006,2019-02-04,2019-06-21,2019-06-26,2019-07-02,USD,1,20,344,12,1,0.08,814.72,1072.0,986.24,814.72,171.51999999999998,2019,June,17.391304347826082
SO - 0003400,In-Store,WARE-NMK1003,2019-02-04,2019-06-21,2019-07-09,2019-07-19,USD,5,10,157,35,2,0.08,645.75,817.4,1504.016,1291.5,212.51600000000008,2019,June,14.129902873373693
SO - 0003401,Wholesale,WARE-NMK1003,2019-02-04,2019-06-22,2019-07-09,2019-07-14,USD,27,38,96,43,4,0.1,2801.87,3946.3,14206.68,11207.48,2999.2000000000007,2019,June,21.111195578418045
SO - 0003402,Online,WARE-PUJ1005,2019-02-04,2019-06-22,2019-06-27,2019-06-28,USD,17,32,287,29,3,0.15,412.72,737.0,1879.35,1238.16,641.1899999999998,2019,June,34.11764705882352
SO - 0003403,Distributor,WARE-NMK1003,2019-02-04,2019-06-22,2019-07-06,2019-07-10,USD,21,47,131,11,6,0.05,1356.48,2559.4,14588.58,8138.88,6449.7,2019,June,44.210608571910356
SO - 0003404,In-Store,WARE-UHY1004,2019-02-04,2019-06-22,2019-07-09,2019-07-10,USD,4,10,245,43,3,0.05,2921.74,6351.6,18102.06,8765.22,9336.840000000002,2019,June,51.578881077623215
SO - 0003405,Wholesale,WARE-NMK1003,2019-05-15,2019-06-22,2019-06-24,2019-07-03,USD,26,8,115,10,1,0.15,3719.17,5721.8,4863.53,3719.17,1144.3599999999997,2019,June,23.529411764705877
SO - 0003406,Online,WARE-UHY1004,2019-02-04,2019-06-22,2019-07-17,2019-07-23,USD,14,24,207,19,2,0.15,4296.04,6137.2,10433.24,8592.08,1841.1599999999999,2019,June,17.64705882352941
SO - 0003407,Distributor,WARE-NMK1003,2019-02-04,2019-06-22,2019-07-05,2019-07-13,USD,22,30,160,1,5,0.1,198.59,261.3,1175.8500000000001,992.95,182.9000000000001,2019,June,15.554705106943919
SO - 0003408,In-Store,WARE-NMK1003,2019-02-04,2019-06-23,2019-07-07,2019-07-11,USD,8,40,146,15,8,0.08,2900.43,3919.5,28847.52,23203.44,5644.080000000002,2019,June,19.565217391304355
SO - 0003409,In-Store,WARE-NMK1003,2019-02-04,2019-06-23,2019-07-14,2019-07-24,USD,2,37,175,45,7,0.3,919.51,1259.6,6172.039999999999,6436.57,-264.53000000000065,2019,June,-4.285941115093238
SO - 0003410,In-Store,WARE-NMK1003,2019-02-04,2019-06-23,2019-07-05,2019-07-06,USD,11,38,98,34,5,0.1,1532.96,2358.4,10612.800000000001,7664.8,2948.000000000001,2019,June,27.777777777777786
SO - 0003411,In-Store,WARE-MKL1006,2019-02-04,2019-06-23,2019-07-21,2019-07-30,USD,10,45,364,41,4,0.05,1443.85,2887.7,10973.259999999998,5775.4,5197.859999999999,2019,June,47.368421052631575
SO - 0003412,Distributor,WARE-MKL1006,2019-05-15,2019-06-23,2019-06-30,2019-07-06,USD,23,42,359,36,5,0.05,628.53,1065.3,5060.175,3142.6499999999996,1917.5250000000005,2019,June,37.894440409669635
SO - 0003413,Distributor,WARE-NBV1002,2019-02-04,2019-06-23,2019-06-28,2019-07-01,USD,22,5,86,43,3,0.3,2503.46,5326.5,11185.65,7510.38,3675.2699999999995,2019,June,32.8570087567553
SO - 0003414,Online,WARE-PUJ1005,2019-02-04,2019-06-23,2019-06-28,2019-07-04,USD,17,31,280,10,8,0.05,1540.67,3423.7,26020.12,12325.36,13694.759999999998,2019,June,52.631425220175764
SO - 0003415,In-Store,WARE-NMK1003,2019-02-04,2019-06-24,2019-07-08,2019-07-12,USD,1,45,172,25,2,0.4,1823.27,3879.3,4655.16,3646.54,1008.6199999999999,2019,June,21.666709629744197
SO - 0003416,In-Store,WARE-PUJ1005,2019-02-04,2019-06-24,2019-07-05,2019-07-12,USD,9,22,328,27,3,0.3,3258.75,3926.2,8245.019999999999,9776.25,-1531.2300000000014,2019,June,-18.57157411382873
SO - 0003417,In-Store,WARE-UHY1004,2019-02-04,2019-06-24,2019-06-26,2019-07-01,USD,3,44,254,23,4,0.2,798.64,998.3,3194.56,3194.56,0.0,2019,June,0.0
SO - 0003418,Online,WARE-XYS1001,2019-02-04,2019-06-24,2019-07-01,2019-07-08,USD,16,40,9,36,8,0.05,523.2,917.9,6976.039999999999,4185.6,2790.4399999999987,2019,June,40.00034403472456
SO - 0003419,Online,WARE-XYS1001,2019-02-04,2019-06-25,2019-06-29,2019-07-06,USD,16,46,6,12,6,0.08,637.3,1098.8,6065.375999999999,3823.7999999999997,2241.5759999999996,2019,June,36.956917427707694
SO - 0003420,In-Store,WARE-NMK1003,2019-02-04,2019-06-25,2019-07-06,2019-07-10,USD,12,44,188,21,2,0.4,2515.72,3993.2,4791.839999999999,5031.44,-239.60000000000036,2019,June,-5.0001669504824955
SO - 0003421,Distributor,WARE-NMK1003,2019-02-04,2019-06-25,2019-07-10,2019-07-12,USD,25,14,113,40,5,0.05,1640.56,2485.7,11807.074999999999,8202.8,3604.2749999999996,2019,June,30.526400484455294
SO - 0003422,In-Store,WARE-XYS1001,2019-02-04,2019-06-25,2019-06-29,2019-07-03,USD,8,33,5,44,2,0.08,121.61,221.1,406.824,243.22,163.604,2019,June,40.21493323894362
SO - 0003423,Online,WARE-PUJ1005,2019-02-04,2019-06-25,2019-07-12,2019-07-16,USD,15,26,298,8,2,0.05,1566.46,2237.8,4251.82,3132.92,1118.8999999999996,2019,June,26.315789473684205
SO - 0003424,Online,WARE-XYS1001,2019-02-04,2019-06-25,2019-07-13,2019-07-14,USD,18,40,40,34,7,0.3,1391.59,2244.5,10998.05,9741.13,1256.92,2019,June,11.428571428571429
SO - 0003425,In-Store,WARE-PUJ1005,2019-02-04,2019-06-25,2019-07-05,2019-07-14,USD,11,24,300,15,8,0.15,449.57,737.0,5011.599999999999,3596.56,1415.0399999999995,2019,June,28.235294117647054
SO - 0003426,Online,WARE-PUJ1005,2019-02-04,2019-06-26,2019-06-28,2019-07-06,USD,15,18,300,42,4,0.2,1279.37,2244.5,7182.400000000001,5117.48,2064.920000000001,2019,June,28.749721541546013
SO - 0003427,Online,WARE-UHY1004,2019-05-15,2019-06-26,2019-07-14,2019-07-17,USD,20,36,236,29,8,0.05,2767.1,3953.0,30042.8,22136.8,7906.0,2019,June,26.31578947368421
SO - 0003428,Online,WARE-XYS1001,2019-05-15,2019-06-26,2019-06-29,2019-07-03,USD,13,27,48,39,7,0.4,2251.2,4020.0,16884.0,15758.399999999998,1125.6000000000022,2019,June,6.666666666666679
SO - 0003429,Wholesale,WARE-NMK1003,2019-02-04,2019-06-26,2019-07-13,2019-07-15,USD,28,29,168,45,4,0.08,3911.26,6411.9,23595.792,15645.04,7950.752,2019,June,33.69563522173784
SO - 0003430,Distributor,WARE-XYS1001,2019-02-04,2019-06-26,2019-07-15,2019-07-21,USD,21,24,18,18,1,0.1,1354.47,1782.2,1603.98,1354.47,249.51,2019,June,15.555680245389592
SO - 0003431,In-Store,WARE-PUJ1005,2019-02-04,2019-06-26,2019-06-28,2019-07-04,USD,7,19,272,3,3,0.1,549.07,998.3,2695.41,1647.21,1048.1999999999998,2019,June,38.88833238728059
SO - 0003432,Online,WARE-UHY1004,2019-05-15,2019-06-26,2019-07-02,2019-07-05,USD,18,37,257,43,8,0.05,568.16,710.2,5397.52,4545.28,852.2400000000007,2019,June,15.789473684210536
SO - 0003433,In-Store,WARE-NMK1003,2019-02-04,2019-06-26,2019-07-20,2019-07-26,USD,7,30,149,27,8,0.15,154.9,227.8,1549.04,1239.2,309.8399999999999,2019,June,20.002065795589523
SO - 0003434,Distributor,WARE-NMK1003,2019-05-15,2019-06-26,2019-07-19,2019-07-28,USD,23,35,177,8,1,0.15,724.4,1065.3,905.5049999999999,724.4,181.1049999999999,2019,June,20.0004417424531
SO - 0003435,Online,WARE-PUJ1005,2019-02-04,2019-06-26,2019-06-30,2019-07-03,USD,18,49,312,4,6,0.1,120.06,214.4,1157.7600000000002,720.36,437.4000000000002,2019,June,37.779850746268664
SO - 0003436,Distributor,WARE-NMK1003,2019-02-04,2019-06-26,2019-06-30,2019-07-06,USD,22,17,145,43,1,0.08,836.16,1286.4,1183.488,836.16,347.3280000000001,2019,June,29.34782608695653
SO - 0003437,In-Store,WARE-NMK1003,2019-02-04,2019-06-26,2019-07-15,2019-07-19,USD,3,44,182,34,5,0.08,715.29,1051.9,4838.74,3576.45,1262.29,2019,June,26.087163187110697
SO - 0003438,Online,WARE-MKL1006,2019-02-04,2019-06-27,2019-07-05,2019-07-12,USD,14,45,345,27,4,0.1,3849.22,5272.9,18982.44,15396.88,3585.5599999999995,2019,June,18.888825672568963
SO - 0003439,In-Store,WARE-UHY1004,2019-02-04,2019-06-27,2019-07-16,2019-07-20,USD,3,26,206,26,8,0.1,835.09,1018.4,7332.48,6680.72,651.7599999999993,2019,June,8.888670681679315
SO - 0003440,In-Store,WARE-NMK1003,2019-02-04,2019-06-27,2019-07-02,2019-07-06,USD,6,31,96,30,6,0.4,2117.87,3651.5,13145.4,12707.22,438.1800000000003,2019,June,3.3333333333333353
SO - 0003441,Online,WARE-XYS1001,2019-02-04,2019-06-27,2019-07-14,2019-07-15,USD,14,30,56,10,4,0.2,1759.22,2284.7,7311.04,7036.88,274.15999999999985,2019,June,3.7499452882216464
SO - 0003442,Online,WARE-NMK1003,2019-02-04,2019-06-27,2019-07-08,2019-07-17,USD,17,16,161,12,2,0.05,3061.63,6378.4,12118.96,6123.26,5995.699999999999,2019,June,49.473717216658855
SO - 0003443,In-Store,WARE-PUJ1005,2019-05-15,2019-06-28,2019-07-06,2019-07-15,USD,10,38,325,14,6,0.15,4661.12,6385.1,32564.010000000006,27966.72,4597.2900000000045,2019,June,14.117702334571213
SO - 0003444,Wholesale,WARE-XYS1001,2019-02-04,2019-06-28,2019-07-19,2019-07-25,USD,28,32,27,16,7,0.1,3900.2,5065.2,31910.760000000002,27301.399999999998,4609.360000000004,2019,June,14.444532189142484
SO - 0003445,Wholesale,WARE-UHY1004,2019-02-04,2019-06-28,2019-07-20,2019-07-25,USD,27,31,228,32,6,0.08,586.12,1085.4,5991.408,3516.7200000000003,2474.688,2019,June,41.30394725246553
SO - 0003446,Wholesale,WARE-UHY1004,2019-02-04,2019-06-28,2019-07-07,2019-07-11,USD,28,10,213,17,1,0.08,1760.76,2445.5,2249.86,1760.76,489.10000000000014,2019,June,21.739130434782613
SO - 0003447,In-Store,WARE-XYS1001,2019-02-04,2019-06-28,2019-07-19,2019-07-29,USD,8,31,31,32,7,0.05,131.39,247.9,1648.5349999999999,919.7299999999999,728.805,2019,June,44.20925245748498
SO - 0003448,In-Store,WARE-PUJ1005,2019-02-04,2019-06-28,2019-07-02,2019-07-04,USD,9,45,313,15,7,0.05,825.44,1072.0,7128.799999999999,5778.08,1350.7199999999993,2019,June,18.947368421052623
SO - 0003449,Distributor,WARE-NMK1003,2019-02-04,2019-06-28,2019-07-07,2019-07-12,USD,23,29,144,24,4,0.08,1429.78,2599.6,9566.528,5719.12,3847.4080000000004,2019,June,40.21739130434783
SO - 0003450,In-Store,WARE-NBV1002,2019-02-04,2019-06-28,2019-07-13,2019-07-18,USD,6,20,68,37,6,0.15,178.22,254.6,1298.4599999999998,1069.32,229.13999999999987,2019,June,17.647058823529406
SO - 0003451,In-Store,WARE-PUJ1005,2019-02-04,2019-06-28,2019-07-22,2019-07-24,USD,10,48,277,38,2,0.08,3890.82,6378.4,11736.256,7781.64,3954.615999999999,2019,June,33.695720338751975
SO - 0003452,Wholesale,WARE-UHY1004,2019-05-15,2019-06-28,2019-07-26,2019-07-30,USD,28,8,233,43,2,0.08,164.62,261.3,480.79200000000003,329.24,151.55200000000002,2019,June,31.52132315013561
SO - 0003453,In-Store,WARE-MKL1006,2019-02-04,2019-06-29,2019-07-15,2019-07-18,USD,10,10,340,46,7,0.1,1969.8,2345.0,14773.5,13788.6,984.8999999999996,2019,June,6.666666666666663
SO - 0003454,In-Store,WARE-NBV1002,2019-05-15,2019-06-29,2019-07-09,2019-07-19,USD,1,30,71,39,4,0.05,670.0,1675.0,6365.0,2680.0,3685.0,2019,June,57.89473684210527
SO - 0003455,Distributor,WARE-XYS1001,2019-05-15,2019-06-29,2019-07-15,2019-07-16,USD,22,24,53,32,3,0.05,1130.63,2512.5,7160.625,3391.8900000000003,3768.7349999999997,2019,June,52.63136946844723
SO - 0003456,In-Store,WARE-NMK1003,2019-02-04,2019-06-29,2019-07-24,2019-07-31,USD,11,32,176,35,4,0.05,2905.39,3926.2,14919.56,11621.56,3298.0,2019,June,22.105209537010477
SO - 0003457,In-Store,WARE-UHY1004,2019-02-04,2019-06-29,2019-07-26,2019-08-02,USD,11,45,220,29,8,0.08,4239.69,5366.7,39498.912000000004,33917.52,5581.392000000007,2019,June,14.130495543776005
SO - 0003458,Online,WARE-PUJ1005,2019-05-15,2019-06-29,2019-07-25,2019-07-30,USD,17,17,292,43,1,0.1,623.17,877.7,789.9300000000001,623.17,166.7600000000001,2019,June,21.110731330624244
SO - 0003459,In-Store,WARE-PUJ1005,2019-02-04,2019-06-29,2019-07-03,2019-07-07,USD,8,47,270,32,6,0.08,539.89,1058.6,5843.472,3239.34,2604.1319999999996,2019,June,44.56480667657858
SO - 0003460,In-Store,WARE-PUJ1005,2019-02-04,2019-06-29,2019-07-19,2019-07-27,USD,11,19,275,3,6,0.08,493.12,1072.0,5917.4400000000005,2958.7200000000003,2958.7200000000003,2019,June,50.0
SO - 0003461,Wholesale,WARE-MKL1006,2019-02-04,2019-06-30,2019-07-03,2019-07-12,USD,27,29,329,40,5,0.08,2543.32,3912.8,17998.88,12716.6,5282.280000000001,2019,June,29.347826086956523
SO - 0003462,In-Store,WARE-PUJ1005,2019-02-04,2019-06-30,2019-07-25,2019-07-28,USD,10,39,305,38,1,0.1,107.07,227.8,205.02,107.07,97.95000000000002,2019,June,47.775826748609894
SO - 0003463,Wholesale,WARE-XYS1001,2019-02-04,2019-06-30,2019-07-08,2019-07-17,USD,27,29,30,21,2,0.08,558.11,1139.0,2095.76,1116.22,979.5400000000002,2019,June,46.73913043478261
SO - 0003464,Distributor,WARE-UHY1004,2019-02-04,2019-06-30,2019-07-07,2019-07-14,USD,25,47,223,28,6,0.05,98.49,201.0,1145.7,590.9399999999999,554.7600000000001,2019,June,48.42105263157895
SO - 0003465,In-Store,WARE-PUJ1005,2019-05-15,2019-06-30,2019-07-27,2019-08-01,USD,11,35,326,44,4,0.08,799.65,1038.5,3821.6800000000003,3198.6,623.0800000000004,2019,June,16.30382449603317
SO - 0003466,Distributor,WARE-NMK1003,2019-02-04,2019-06-30,2019-07-10,2019-07-11,USD,24,12,155,39,5,0.3,142.58,254.6,891.0999999999999,712.9000000000001,178.19999999999982,2019,June,19.9977555829873
SO - 0003467,In-Store,WARE-PUJ1005,2019-02-04,2019-06-30,2019-07-18,2019-07-21,USD,11,44,320,40,6,0.1,518.71,1058.6,5716.44,3112.26,2604.1799999999994,2019,June,45.55597539727522
SO - 0003468,In-Store,WARE-PUJ1005,2019-05-15,2019-07-01,2019-07-27,2019-08-04,USD,3,10,292,17,5,0.1,198.32,247.9,1115.55,991.5999999999999,123.95000000000005,2019,July,11.111111111111116
SO - 0003469,Online,WARE-MKL1006,2019-02-04,2019-07-01,2019-07-03,2019-07-11,USD,15,34,332,3,7,0.05,481.8,1025.1,6816.914999999999,3372.6,3444.314999999999,2019,July,50.52600773223664
SO - 0003470,In-Store,WARE-PUJ1005,2019-02-04,2019-07-01,2019-07-22,2019-07-24,USD,2,19,320,22,1,0.08,3700.54,5782.1,5319.532,3700.54,1618.9920000000002,2019,July,30.43485780328044
SO - 0003471,Wholesale,WARE-NMK1003,2019-05-15,2019-07-01,2019-07-12,2019-07-22,USD,28,25,97,9,8,0.2,462.84,1051.9,6732.160000000001,3702.72,3029.440000000001,2019,July,44.99952466964541
SO - 0003472,Distributor,WARE-UHY1004,2019-02-04,2019-07-01,2019-07-22,2019-07-25,USD,21,26,237,45,8,0.08,379.89,844.2,6213.312000000001,3039.12,3174.192000000001,2019,July,51.08695652173913
SO - 0003473,In-Store,WARE-NMK1003,2019-02-04,2019-07-01,2019-07-09,2019-07-15,USD,10,20,189,35,2,0.1,2026.08,2412.0,4341.6,4052.16,289.4400000000005,2019,July,6.666666666666678
SO - 0003474,Distributor,WARE-PUJ1005,2019-05-15,2019-07-02,2019-07-20,2019-07-28,USD,21,18,293,10,7,0.05,804.8,1031.8,6861.469999999999,5633.599999999999,1227.87,2019,July,17.89514491792575
SO - 0003475,Distributor,WARE-NMK1003,2019-02-04,2019-07-02,2019-07-28,2019-08-03,USD,24,21,172,36,1,0.1,3410.37,5983.1,5384.790000000001,3410.37,1974.420000000001,2019,July,36.66661095418764
SO - 0003476,Distributor,WARE-NMK1003,2019-02-04,2019-07-02,2019-07-25,2019-08-02,USD,22,12,128,47,7,0.05,697.87,830.8,5524.819999999999,4885.09,639.7299999999987,2019,July,11.579200770341817
SO - 0003477,Online,WARE-PUJ1005,2019-02-04,2019-07-02,2019-07-05,2019-07-12,USD,17,1,262,23,8,0.1,633.42,1092.1,7863.12,5067.36,2795.76,2019,July,35.5553520739859
SO - 0003478,In-Store,WARE-NMK1003,2019-02-04,2019-07-02,2019-07-17,2019-07-25,USD,5,24,193,30,3,0.2,718.31,1011.7,2428.0800000000004,2154.93,273.15000000000055,2019,July,11.249629336759929
SO - 0003479,In-Store,WARE-UHY1004,2019-05-15,2019-07-02,2019-07-06,2019-07-14,USD,11,25,208,33,3,0.08,1186.1,1882.7,5196.252,3558.2999999999997,1637.9520000000007,2019,July,31.521796864355316
SO - 0003480,Wholesale,WARE-NMK1003,2019-02-04,2019-07-02,2019-07-26,2019-08-05,USD,27,8,171,37,2,0.08,914.62,1252.9,2305.3360000000002,1829.24,476.09600000000023,2019,July,20.651913647294805
SO - 0003481,Distributor,WARE-NMK1003,2019-02-04,2019-07-02,2019-07-09,2019-07-11,USD,24,6,140,31,8,0.2,1435.14,1708.5,10934.400000000001,11481.12,-546.7199999999993,2019,July,-4.999999999999993
SO - 0003482,In-Store,WARE-PUJ1005,2019-05-15,2019-07-02,2019-07-21,2019-07-25,USD,3,37,268,35,1,0.1,954.75,1273.0,1145.7,954.75,190.95000000000005,2019,July,16.66666666666667
SO - 0003483,Online,WARE-UHY1004,2019-02-04,2019-07-02,2019-07-22,2019-07-30,USD,17,3,219,38,2,0.15,1341.34,2438.8,4145.96,2682.68,1463.2800000000002,2019,July,35.294117647058826
SO - 0003484,In-Store,WARE-UHY1004,2019-02-04,2019-07-02,2019-07-19,2019-07-28,USD,10,27,255,15,1,0.1,1745.28,3061.9,2755.71,1745.28,1010.4300000000001,2019,July,36.66677553153271
SO - 0003485,Distributor,WARE-MKL1006,2019-02-04,2019-07-02,2019-07-28,2019-08-04,USD,23,2,360,28,6,0.15,1224.76,3061.9,15615.69,7348.5599999999995,8267.130000000001,2019,July,52.94117647058824
SO - 0003486,In-Store,WARE-NMK1003,2019-05-15,2019-07-02,2019-07-16,2019-07-23,USD,1,6,119,24,1,0.05,142.38,167.5,159.125,142.38,16.745000000000005,2019,July,10.523173605655934
SO - 0003487,Online,WARE-PUJ1005,2019-02-04,2019-07-02,2019-07-16,2019-07-18,USD,14,47,323,2,6,0.15,3234.49,3993.2,20365.319999999996,19406.94,958.3799999999974,2019,July,4.705941276640866
SO - 0003488,In-Store,WARE-PUJ1005,2019-02-04,2019-07-02,2019-07-23,2019-07-24,USD,3,10,326,21,5,0.1,585.31,1125.6,5065.2,2926.5499999999997,2138.65,2019,July,42.22241964779278
SO - 0003489,Distributor,WARE-NMK1003,2019-02-04,2019-07-02,2019-07-18,2019-07-19,USD,24,17,191,4,3,0.08,846.14,1159.1,3199.116,2538.42,660.6959999999999,2019,July,20.652455240760258
SO - 0003490,Online,WARE-UHY1004,2019-02-04,2019-07-02,2019-07-18,2019-07-25,USD,14,29,222,32,1,0.08,810.03,1038.5,955.4200000000001,810.03,145.3900000000001,2019,July,15.217391304347835
SO - 0003491,Online,WARE-UHY1004,2019-02-04,2019-07-03,2019-07-16,2019-07-26,USD,16,33,220,39,4,0.1,135.07,214.4,771.84,540.28,231.56000000000006,2019,July,30.001036484245446
SO - 0003492,Online,WARE-NMK1003,2019-02-04,2019-07-03,2019-07-26,2019-08-04,USD,15,47,116,16,7,0.15,804.4,1748.7,10404.765,5630.8,4773.964999999999,2019,July,45.88248749491218
SO - 0003493,Online,WARE-PUJ1005,2019-02-04,2019-07-03,2019-07-31,2019-08-06,USD,19,38,275,43,1,0.05,1445.39,2834.1,2692.395,1445.39,1247.0049999999999,2019,July,46.315826615336896
SO - 0003494,Wholesale,WARE-UHY1004,2019-05-15,2019-07-03,2019-07-08,2019-07-09,USD,27,39,232,46,7,0.08,953.21,2324.9,14972.356000000002,6672.47,8299.886000000002,2019,July,55.43473585586665
SO - 0003495,Wholesale,WARE-UHY1004,2019-02-04,2019-07-03,2019-07-13,2019-07-20,USD,26,43,227,45,1,0.3,1470.72,1815.7,1270.99,1470.72,-199.73000000000002,2019,July,-15.714521750761218
SO - 0003496,Online,WARE-NBV1002,2019-05-15,2019-07-03,2019-07-10,2019-07-18,USD,17,5,68,9,3,0.1,99.43,187.6,506.52,298.29,208.22999999999996,2019,July,41.10992655768775
SO - 0003497,In-Store,WARE-UHY1004,2019-02-04,2019-07-03,2019-07-09,2019-07-12,USD,10,11,224,37,2,0.2,505.45,1232.8,1972.48,1010.9,961.58,2019,July,48.749797209604154
SO - 0003498,Online,WARE-PUJ1005,2019-05-15,2019-07-03,2019-07-11,2019-07-15,USD,17,38,326,12,5,0.08,498.88,978.2,4499.72,2494.4,2005.3200000000002,2019,July,44.56543962735459
SO - 0003499,In-Store,WARE-UHY1004,2019-02-04,2019-07-04,2019-07-13,2019-07-15,USD,7,1,211,27,4,0.05,914.55,1172.5,4455.5,3658.2,797.3000000000002,2019,July,17.894736842105267
SO - 0003500,In-Store,WARE-NMK1003,2019-02-04,2019-07-04,2019-07-11,2019-07-20,USD,8,28,147,9,1,0.15,442.2,1105.5,939.675,442.2,497.47499999999997,2019,July,52.94117647058824
SO - 0003501,Online,WARE-MKL1006,2019-05-15,2019-07-04,2019-07-21,2019-07-28,USD,20,10,350,25,5,0.08,1739.05,2760.4,12697.84,8695.25,4002.59,2019,July,31.521817883986568
SO - 0003502,Online,WARE-XYS1001,2019-05-15,2019-07-04,2019-07-14,2019-07-20,USD,17,47,53,10,1,0.05,134.0,268.0,254.6,134.0,120.6,2019,July,47.368421052631575
SO - 0003503,In-Store,WARE-NBV1002,2019-02-04,2019-07-04,2019-07-29,2019-08-03,USD,6,21,74,20,7,0.1,984.5,1246.2,7851.0599999999995,6891.5,959.5599999999995,2019,July,12.222043902352034
SO - 0003504,Online,WARE-UHY1004,2019-05-15,2019-07-05,2019-07-09,2019-07-10,USD,15,42,214,31,1,0.05,1441.71,2720.2,2584.1899999999996,1441.71,1142.4799999999996,2019,July,44.21037152840928
SO - 0003505,Online,WARE-NMK1003,2019-02-04,2019-07-05,2019-07-23,2019-08-01,USD,19,13,174,17,4,0.4,962.46,1132.3,2717.52,3849.84,-1132.3200000000002,2019,July,-41.66740263181136
SO - 0003506,Online,WARE-UHY1004,2019-02-04,2019-07-05,2019-07-12,2019-07-17,USD,19,21,229,9,2,0.15,494.39,1051.9,1788.23,988.78,799.45,2019,July,44.70621788025031
SO - 0003507,In-Store,WARE-MKL1006,2019-05-15,2019-07-05,2019-07-21,2019-07-22,USD,6,16,329,16,3,0.2,556.1,1112.2,2669.2800000000007,1668.3000000000002,1000.9800000000005,2019,July,37.500000000000014
SO - 0003508,In-Store,WARE-NMK1003,2019-02-04,2019-07-05,2019-07-08,2019-07-16,USD,9,21,124,29,5,0.05,2953.36,3886.0,18458.5,14766.800000000001,3691.699999999999,2019,July,19.999999999999993
SO - 0003509,In-Store,WARE-MKL1006,2019-02-04,2019-07-05,2019-08-02,2019-08-08,USD,7,45,339,30,2,0.1,1834.46,2479.0,4462.2,3668.92,793.2799999999997,2019,July,17.77777777777777
SO - 0003510,Online,WARE-NMK1003,2019-02-04,2019-07-05,2019-07-24,2019-07-29,USD,15,24,139,10,1,0.15,542.7,1085.4,922.59,542.7,379.89,2019,July,41.17647058823529
